date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-09,21.563,16.863,0.7,29421.008,261.37595,17.462784,46.8,10.430271,13.125
2026-06-10,20.163,12.462999,0.0,36879.395,245.33617,13.237038,36.0,7.267292,4.75
2026-06-11,17.463001,11.863,4.9,45423.46,253.97855,11.928989,43.56,8.144794,52.666668
2026-06-12,17.763,11.563,3.1,0.0,224.79262,14.587776,34.92,9.419209,41.541668
2026-06-13,21.663,15.162999,1.5000001,28083.074,273.09158,18.204042,45.719997,10.8330555,23.541666
2026-06-14,17.613,12.063,0.8,26153.71,271.4109,19.70815,47.16,12.410831,11.791667
2026-06-15,17.813,11.263,0.1,18115.11,263.5884,18.72346,45.36,12.123852,0.8333333
2026-06-16,23.065,10.113,0.35,33940.44,230.80432,9.290511,36.719997,5.315064,8.5
2026-06-17,23.165,17.265001,0.4,19588.76,258.14444,10.948973,29.88,4.929843,5.0833335
2026-06-18,31.265001,16.965,0.0,57555.45,246.59528,7.342588,23.039999,3.791352,0.083333336
2026-06-19,33.076,21.065,0.6,55371.11,162.5016,6.87779,25.56,3.5786872,4.5104165
2026-06-20,33.576,22.026,0.9,51716.52,231.6134,13.627795,38.88,7.8889704,13.541667
2026-06-21,28.85,18.976,0.3,58699.66,357.57382,13.154786,38.519997,7.2292004,24.947916
2026-06-22,26.9,17.8,0.0,58955.543,27.171698,12.601285,33.839996,9.322122,14.708333
2026-06-23,26.25,18.05,0.0,58946.14,19.606949,9.913082,32.760002,8.58315,9.791667
2026-06-24,28.2,17.85,0.0,58931.05,321.4949,20.999144,57.6,12.578012,12.416667
2026-06-25,24.0,15.9,0.0,58910.3,351.86407,16.276817,52.199997,10.583159,8.125
2026-06-26,26.65,17.6,0.0,58883.89,67.376595,15.978484,38.88,9.849985,12.208333
2026-06-27,27.5,16.2,0.0,58851.848,88.92917,17.878086,45.36,16.212631,14.875
