date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-07,20.376,11.526,0.1,40110.637,244.77805,20.16,40.68,13.514999,5.1666665
2026-06-08,23.026,12.976,7.9,22840.568,204.42075,20.880001,39.96,8.190001,21.583334
2026-06-09,17.175999,11.726,4.3999996,23202.717,241.04073,18.359999,38.16,14.670001,60.333332
2026-06-10,17.226,10.126,1.2,42422.67,234.35168,22.68,48.96,11.834998,33.541668
2026-06-11,17.776,9.676,5.5,26784.156,241.72787,15.84,33.12,11.699997,39.25
2026-06-12,15.626,12.376,9.9000025,0.0,239.8877,22.68,43.92,19.454996,95.416664
2026-06-13,18.476,13.776,0.2,22267.28,259.07953,22.319998,46.44,16.949997,31.416666
2026-06-14,19.925999,11.8,0.0,37745.2,274.88098,16.199999,32.399998,12.614274,19.041666
2026-06-15,18.2,8.5,0.2,48988.438,256.83844,13.451914,31.68,9.328664,5.1666665
2026-06-16,26.3,13.3,1.5000001,44527.145,217.50204,23.264608,53.28,14.195168,6.75
2026-06-17,25.3,15.3,0.0,58567.1,240.8497,17.183167,43.56,12.919252,5.5416665
2026-06-18,27.65,17.25,0.0,58585.684,234.62173,10.787993,29.16,8.273105,1.5833334
2026-06-19,34.25,20.95,0.6,58598.723,155.49712,16.38099,46.44,12.254442,15.541667
2026-06-20,35.75,23.85,0.0,58606.21,183.79277,15.743571,37.8,11.45619,14.666667
2026-06-21,34.1,24.15,2.4,58608.16,205.49545,15.273505,38.519997,10.35271,10.75
2026-06-22,30.75,22.35,0.0,58113.434,22.042309,13.462749,30.960001,7.0240173,19.5
2026-06-23,24.9,17.8,0.0,58595.414,31.822086,17.447933,41.039997,14.351354,17.75
2026-06-24,20.65,12.8,0.0,58580.742,36.526325,16.663372,39.6,15.098769,16.041666
2026-06-25,21.65,12.45,0.0,58560.55,46.41951,15.215058,38.16,14.136441,21.583334
