date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-10,17.771502,13.0215,5.7999997,0.0,310.45047,15.175612,34.92,10.218401,40.041668
2026-06-11,19.1215,11.5215,5.7000003,47508.023,287.7195,21.261345,48.6,15.800838,14.333333
2026-06-12,19.3715,11.221499,0.2,34281.156,279.50058,19.959719,45.719997,14.775136,19.875
2026-06-13,25.9715,16.421501,3.0,41134.3,277.67712,17.731598,49.32,11.385633,36.208332
2026-06-14,21.921501,17.771502,0.0,47553.11,294.395,19.813087,47.16,8.817174,4.4583335
2026-06-15,24.021502,15.0715,0.0,50952.85,287.44485,18.057508,46.079998,10.457115,0.0
2026-06-16,26.3215,14.8715,0.0,47132.17,271.57852,14.799459,36.36,7.9454865,0.7916667
2026-06-17,24.13,18.279999,0.4,22812.111,284.0275,18.079027,45.0,8.600914,6.0416665
2026-06-18,28.48,19.58,0.0,48437.523,324.90405,7.968939,22.68,6.2787824,0.6666667
2026-06-19,32.03,19.33,0.0,57105.86,132.8142,13.237038,33.12,7.285991,0.0
2026-06-20,29.813,21.413,1.5,49638.39,178.93748,10.365251,32.039997,5.6981483,7.375
2026-06-21,34.713,22.613,0.3,57149.92,306.50418,8.669949,22.68,5.758736,28.375
2026-06-22,34.931503,23.363,3.0,57130.152,306.22522,10.00256,38.16,5.1809134,22.270834
2026-06-23,33.15,22.7,0.0,57106.6,88.66004,9.422101,24.84,4.6059585,16.041666
2026-06-24,35.3,24.55,0.6,57093.734,135.77495,14.529915,47.88,9.184495,11.166667
2026-06-25,28.5,22.2,1.8,57075.98,317.5888,20.833395,54.0,18.768766,5.0416665
2026-06-26,28.65,19.35,0.0,57053.387,352.12283,13.277364,43.199997,11.176721,6.5416665
2026-06-27,31.1,20.3,0.0,57025.92,89.62183,8.55142,32.760002,6.1203084,8.0
2026-06-28,29.7,20.35,2.6999996,56993.637,273.05518,19.623302,53.28,10.982399,7.75
