date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-09,13.061001,9.861,31.599998,0.0,263.54025,21.599998,38.519997,10.035,100.0
2026-06-10,14.261001,9.861,0.4,59.81575,199.59644,11.879999,25.56,9.224998,93.208336
2026-06-11,14.361,8.761001,12.200001,20931.27,165.29692,19.8,37.44,14.579999,80.458336
2026-06-12,13.861,10.411,8.3,0.0,144.25081,23.4,44.28,16.739998,84.0
2026-06-13,16.961,10.761001,1.5,14851.395,328.51205,19.8,37.079998,10.500001,64.541664
2026-06-14,22.111,10.111,0.0,59657.46,333.90417,27.0,48.96,13.799999,1.625
2026-06-15,19.211,9.761001,0.0,62456.38,335.6388,19.44,38.519997,16.289999,0.0
2026-06-16,18.411001,8.811001,0.0,63729.96,318.69873,18.0,36.36,11.395302,0.0
2026-06-17,14.25,6.65,2.9,16526.227,174.94101,11.35285,28.08,7.442716,16.125
2026-06-18,15.3,11.05,1.6000001,19242.09,185.24084,11.722133,27.0,9.529697,37.583332
2026-06-19,17.3,11.0,13.200001,10480.539,167.43178,21.768095,50.399998,14.832691,56.708332
2026-06-20,15.9,10.55,41.400005,0.0,199.93411,18.553974,47.88,10.874198,72.541664
2026-06-21,12.8,10.0,19.799997,28990.61,248.72528,15.273505,38.88,11.696811,61.458332
2026-06-22,13.6,8.25,2.1000001,58522.0,242.83046,9.726665,30.599998,6.6353674,53.541668
2026-06-23,12.25,7.8,1.8000003,22307.14,315.5786,11.556504,29.519999,4.7416673,26.125
2026-06-24,14.8,7.75,1.2000002,56258.363,333.6476,18.337044,48.6,12.725055,35.5
2026-06-25,15.8,7.55,0.0,67009.9,332.0966,14.664202,42.839996,10.941315,33.291668
2026-06-26,19.1,7.35,0.0,63403.652,189.88258,13.493999,36.36,8.049695,26.541666
2026-06-27,22.65,12.1,0.0,66903.57,165.70126,15.922624,42.839996,10.628578,31.875
