date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-09,20.917501,13.9175,0.8,45980.21,137.73975,15.4800005,34.56,11.610001,12.708333
2026-06-10,19.167501,12.4175,2.8,45092.516,222.02872,27.359999,56.16,18.359999,47.833332
2026-06-11,19.067501,12.9675,0.0,23552.066,198.6911,12.599999,26.64,8.085,18.458334
2026-06-12,20.917501,12.5675,0.0,53966.69,234.0868,19.44,41.399998,14.414999,7.875
2026-06-13,20.2175,12.6675,0.0,60177.445,142.60017,18.0,39.239998,14.685,5.3333335
2026-06-14,14.9675,12.3175,4.6,4002.586,280.55823,19.8,37.8,11.519999,61.0
2026-06-15,16.6175,11.8175,9.2,513.7445,6.0250235,18.0,36.719997,13.409999,68.833336
2026-06-16,14.9175,11.9675,3.1999996,46.41575,331.813,19.8,37.44,17.257534,59.25
2026-06-17,20.8,11.7,0.0,64735.04,292.02853,16.68669,39.6,12.297627,0.9583333
2026-06-18,20.7,13.25,0.6,58233.48,266.10303,15.338071,35.28,11.443233,10.5
2026-06-19,24.5,14.5,0.0,64786.047,240.78723,10.759423,28.08,8.44375,2.9583333
2026-06-20,24.6,15.15,0.0,64807.99,177.1045,13.493999,35.28,9.276884,3.375
2026-06-21,22.1,15.55,1.8,64455.465,268.33884,22.782625,56.519997,16.67454,20.375
2026-06-22,20.35,13.3,1.2,65543.69,315.301,16.021011,44.28,12.587526,16.75
2026-06-23,18.85,12.25,1.2,65557.9,57.115246,12.011544,34.56,7.573962,13.5
2026-06-24,17.0,11.7,0.6,28779.787,328.19812,11.542478,32.399998,7.563255,21.666666
2026-06-25,17.0,11.7,1.8000002,65576.555,334.29782,17.31746,42.839996,13.0934,23.0
2026-06-26,18.75,11.85,0.0,65580.98,349.72705,19.686766,48.96,15.125917,18.125
2026-06-27,20.75,10.95,0.0,65582.86,260.45282,11.272657,34.56,7.1223593,10.583333
