date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-05-14,12.191,7.241,1.5000001,23266.914,337.04434,19.08,41.039997,11.055,31.333334
2026-05-15,12.391,6.941,1.1,27504.586,331.9898,14.759999,32.760002,9.689999,17.333334
2026-05-16,13.1045,7.0477505,0.0,31623.2,257.83554,14.04,29.88,10.346251,6.125
2026-05-17,13.4045,10.054501,3.5999994,32058.332,241.33292,14.04,28.8,9.525,41.666668
2026-05-18,14.4545,7.7045,2.1,40158.53,234.2885,18.359999,38.16,13.26,23.541666
2026-05-19,14.7045,11.1045,4.699999,47386.133,181.34773,20.16,41.399998,16.154999,46.958332
2026-05-20,17.4,12.304501,1.75,21713.145,220.8065,19.621914,44.28,15.072495,16.916666
