date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-11,16.5485,10.8985,5.7,33014.695,260.62115,13.684735,36.719997,8.95442,60.583332
2026-06-12,15.848499,9.7985,4.7,1311.7762,216.40416,13.246826,28.8,9.293379,33.5
2026-06-13,23.8485,15.0485,1.1,42333.543,267.54947,18.709612,43.199997,11.937517,18.625
2026-06-14,17.8985,13.6985,0.0,23354.318,279.43536,17.163355,39.239998,11.19575,0.45833334
2026-06-15,19.3485,12.5485,0.0,35882.703,274.8899,17.698677,37.44,11.447305,0.125
2026-06-16,22.1485,10.7485,1.5,28836.842,240.09308,14.345898,38.88,9.379579,9.458333
2026-06-17,25.2485,15.998501,1.5000001,36891.695,301.46405,12.313893,34.2,6.916357,4.7916665
2026-06-18,27.096,17.346,0.0,48390.64,301.35645,8.39657,23.759998,4.4913235,0.7083333
2026-06-19,32.046,16.496,0.0,53667.67,143.33427,8.707238,22.68,4.036412,0.0
2026-06-20,33.546,19.796,0.0,52002.58,237.06128,9.746631,25.56,3.792707,4.625
2026-06-21,29.046,20.546,0.0,45789.75,334.19052,14.081477,30.960001,8.181067,23.46875
2026-06-22,30.696,20.396,0.0,51856.387,339.49844,10.587918,23.759998,4.7653594,11.125
2026-06-23,36.65,19.096,0.0,48090.137,198.43094,11.866355,33.48,6.2806573,14.322917
2026-06-24,30.75,24.2,0.0,57775.484,317.74216,14.787414,41.760002,12.695076,15.166667
2026-06-25,28.8,19.55,0.0,57758.66,358.03662,12.860871,35.28,9.056715,12.666667
2026-06-26,30.6,21.15,0.0,57733.918,356.02335,14.050382,39.239998,8.497043,10.041667
2026-06-27,30.9,20.8,0.0,57708.45,68.27713,14.357185,36.0,9.651259,11.708333
2026-06-28,34.15,21.05,0.0,57682.5,118.02982,15.146761,36.0,10.547173,7.9166665
2026-06-29,37.75,23.8,0.0,57655.695,139.99588,15.027575,38.16,8.945185,7.5833335
