date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-05-19,20.052,10.052,0.0,46464.84,246.74065,10.931203,24.84,5.9768357,3.875
2026-05-20,18.402,13.602,1.1,2700.3828,219.07936,13.608762,32.399998,6.5800915,17.0
2026-05-21,21.039,11.52975,0.0,46599.074,287.13776,11.609651,31.319998,8.525551,4.6666665
2026-05-22,23.739,12.988999,0.0,54014.633,296.0496,9.605998,26.64,5.6626863,0.0
2026-05-23,27.139,14.738999,0.0,57233.742,105.30616,7.342588,19.8,4.5293984,0.125
2026-05-24,29.976,16.675999,0.0,57304.79,171.85374,5.4119864,17.28,4.2557106,1.09375
2026-05-25,28.325998,18.226,0.0,57373.434,329.98172,13.004922,35.28,7.9116597,0.0
