date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-02,22.276,14.876,14.2,6546.4355,206.31819,20.880001,61.56,11.88,53.041668
2026-06-03,16.175999,13.026,2.5,12778.949,224.58719,20.16,43.56,16.335,50.125
2026-06-04,18.3195,12.8,13.525,27243.152,223.57315,28.798134,63.36,20.111385,65.583336
2026-06-05,17.05,11.1,1.8000003,41142.934,236.21275,21.897945,45.0,17.525774,41.375
2026-06-06,16.85,9.65,3.6000004,33189.5,203.1147,16.563911,37.079998,11.102158,19.0
2026-06-07,16.75,10.6,0.3,44365.742,240.51576,22.998478,51.839996,17.891985,28.125
2026-06-08,19.25,12.0,0.0,57726.035,240.91649,13.337016,37.8,11.648236,14.291667
