date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-11,18.515001,10.115,0.0,29899.295,259.9624,14.973576,31.319998,10.35592,3.75
2026-06-12,25.465,16.665,0.0,36725.156,266.58435,17.339897,41.399998,14.526823,0.0
2026-06-13,28.015001,16.265001,0.0,50392.797,290.12036,15.0038395,32.760002,11.989604,0.0
2026-06-14,26.465,14.415,0.0,53968.285,330.77914,12.538134,28.44,8.326338,0.0
2026-06-15,28.815,14.615,1.3000001,43200.0,114.623535,10.009036,35.64,7.5718164,1.4583334
2026-06-16,27.515001,21.215,0.4,41051.508,292.6741,13.0447235,30.960001,8.529516,4.625
2026-06-17,32.065,18.865,0.0,53648.37,242.10307,17.339897,34.2,4.9141397,0.0
2026-06-18,34.8995,19.1995,0.5,44375.88,183.0722,11.570515,34.92,5.456332,4.625
2026-06-19,35.849503,23.2495,0.3,55579.195,159.02643,11.090103,28.8,5.365806,5.375
2026-06-20,29.4495,20.4995,0.0,57069.965,323.98172,10.195057,28.08,7.8769035,4.7916665
2026-06-21,36.6495,19.6995,0.0,57083.824,37.341534,9.511956,26.369999,6.292953,1.0625
2026-06-22,39.849503,25.1995,0.3,57095.094,36.199883,7.928178,21.24,3.520418,3.0833333
2026-06-23,32.099625,22.9,0.0,57128.56,320.6487,15.086748,43.56,7.822972,8.229167
2026-06-24,30.35,17.75,0.0,57134.477,344.0307,11.272657,36.36,7.8925376,2.6666667
2026-06-25,31.7,21.2,0.0,57137.62,45.467533,11.886816,33.48,8.921814,3.8333333
2026-06-26,35.95,22.65,0.0,57137.94,70.09956,15.489416,38.88,11.014486,2.125
2026-06-27,38.15,26.4,0.3,57135.375,139.87721,12.535549,39.6,10.031335,2.0833333
2026-06-28,36.7,26.4,1.2000002,57129.875,185.38026,13.021106,38.88,6.068542,3.0416667
2026-06-29,27.15,21.2,5.1,57121.383,204.71104,18.673208,54.719997,14.15206,11.083333
