date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-05-21,22.991,12.740999,0.0,34862.07,214.60965,14.4,30.960001,11.73,0.5
2026-05-22,27.041,16.441,0.0,50057.477,180.95435,16.56,37.8,11.129999,0.0
2026-05-23,25.8045,19.654501,0.0,54147.14,218.09755,11.159999,24.48,5.411249,6.5416665
2026-05-24,31.5045,17.904501,0.0,56906.824,150.39587,14.4,30.960001,6.7799993,0.7916667
2026-05-25,32.2045,23.1045,0.0,57047.973,273.644,17.28,35.64,7.8,0.9583333
2026-05-26,23.0545,16.1045,0.0,57185.6,6.0757856,17.28,36.0,13.049999,1.5
2026-05-27,20.35,13.35,0.0,57319.543,87.78034,14.2336645,38.88,9.649766,0.5416667
