date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-05-31,29.315,17.115,2.1999998,33329.56,253.38113,19.770523,63.72,8.514893,34.125
2026-06-01,21.965,14.815,0.2,34980.85,276.58182,15.978484,41.039997,10.417078,28.75
2026-06-02,22.465,12.915,4.1,20760.514,181.17386,13.896187,37.079998,7.462957,12.208333
2026-06-03,18.8715,13.1215,3.9999998,38994.92,260.3153,14.24163,49.32,10.476858,48.166668
2026-06-04,21.771502,10.1715,1.2,29194.883,225.6974,12.682018,36.0,6.9622097,12.75
2026-06-05,17.908,12.8215,10.95,22413.47,260.86203,14.813064,38.789997,8.989227,50.572918
2026-06-06,21.008,10.758,0.6,32906.34,95.48974,14.404499,34.92,7.176914,37.666668
