date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-09,18.665,13.365,5.499999,0.0,235.00789,14.33234,36.0,8.826615,72.833336
2026-06-10,13.464999,10.014999,22.2,166.21788,300.6185,12.768586,28.8,5.2998857,92.916664
2026-06-11,15.464999,9.165,2.3000002,35889.15,269.11993,16.516901,54.719997,10.449371,37.375
2026-06-12,16.415,11.115,5.7000003,0.0,248.47536,18.792551,42.12,11.957027,63.083332
2026-06-13,25.515001,15.714999,0.2,48789.8,262.89352,23.759998,56.519997,17.465649,6.4166665
2026-06-14,22.115,15.565,0.0,49237.043,300.72787,18.11841,41.760002,11.895808,1.6666666
2026-06-15,22.465,12.815,0.0,52142.7,297.36127,19.022177,41.039997,9.612603,0.0
2026-06-16,21.565,12.014999,0.25,28220.82,231.80643,11.417674,30.599998,6.3291836,11.208333
2026-06-17,28.5715,16.6215,0.0,45629.504,260.60458,10.703569,31.319998,6.270299,5.7083335
2026-06-18,31.8715,17.7215,0.3,55684.35,204.66374,5.6920996,20.519999,3.9210646,0.041666668
2026-06-19,32.708,19.021502,0.6,49234.12,145.79158,7.9932976,22.319998,4.3914866,2.5416667
2026-06-20,30.008,18.258,0.3,56435.68,246.94867,12.245293,33.12,7.104261,6.5
2026-06-21,31.8,17.758,1.5,56508.812,216.73929,8.93859,38.519997,5.029057,18.072916
2026-06-22,29.75,18.55,5.700001,56469.06,290.75162,12.189602,30.960001,6.108966,17.0
2026-06-23,27.6,18.2,2.9999995,56447.676,195.92847,10.495713,30.960001,6.3653665,23.458334
2026-06-24,29.15,20.15,0.0,56848.246,292.74414,10.587917,29.519999,8.964912,11.458333
2026-06-25,27.25,18.25,0.0,56824.8,36.704975,9.187056,31.319998,6.3981442,9.958333
2026-06-26,29.0,17.9,0.0,56800.44,58.651764,9.807935,33.12,6.7466564,12.333333
2026-06-27,31.0,19.2,0.0,56775.344,81.70201,13.403656,39.6,9.971009,17.083334
