date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-06-02,25.552,15.052,0.0,40368.938,132.76517,13.246826,31.319998,9.02479,0.25
2026-06-03,20.552,16.452,1.5000001,0.0,223.38652,13.363711,32.399998,9.054764,35.458332
2026-06-04,23.789,12.66725,1.5,31033.531,210.70119,14.88242,45.36,9.983301,19.541666
2026-06-05,20.039,14.039,1.4000001,32262.438,236.80132,11.631956,38.519997,8.868027,32.083332
2026-06-06,22.889,11.988999,1.2,57600.0,222.3245,5.495161,26.28,3.9236884,5.9583335
2026-06-07,21.575998,14.726,1.9500002,33805.414,204.61044,9.290511,27.359999,5.5165977,13.59375
2026-06-08,22.575998,14.576,0.6,40436.438,278.02597,13.009903,38.88,9.532435,19.458334
